,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,snap_id,maven_id,maven_url,dnf_id,yay_id,new_addition
113,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-08-19 13:22:52.000000,2024-07-31 11:45:45,8971.0,59.0,3012.0,273.0,1275.0,159.0,696.0,18641.0,Best Practices on Recommendation Systems.,134.0,35,True,2024-05-01 13:41:20,1.2.0,13.0,recommenders,,,,546.0,34937.0,118.0,118.0,https://pypi.org/project/recommenders,34930.0,,,,1.0,,,,,,recommenders-team/recommenders,,,,,,,,,,,,,,
114,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1772.0,284.0,3507.0,397.0,1683.0,13934.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,35,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,517504.0,704.0,704.0,https://pypi.org/project/nni,517504.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
115,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-07-29 00:37:40.000000,2024-07-29 00:37:39,894.0,4.0,1136.0,319.0,268.0,53.0,343.0,13019.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,89.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,1018172.0,4144.0,4144.0,https://pypi.org/project/annoy,1007967.0,https://anaconda.org/conda-forge/python-annoy,2024-05-02 09:05:39.790,479648.0,2.0,,,,,,,,,,,,,,,,,,,,
116,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2173.0,280.0,3096.0,80.0,2477.0,11729.0,"An open-source NLP research library, built on PyTorch.",267.0,35,False,2022-10-18 23:32:24,2.10.1,59.0,allennlp,conda-forge/allennlp,,['pytorch'],65.0,54767.0,4186.0,4186.0,https://pypi.org/project/allennlp,52658.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,143425.0,2.0,,,,,,,,,,,,,,,,,,,,
117,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2024-08-16 12:38:46.000000,2024-07-31 13:23:11,6250.0,33.0,3408.0,244.0,1655.0,1044.0,4365.0,10999.0,Open-source simulator for autonomous driving research.,189.0,35,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,9766.0,775.0,775.0,https://pypi.org/project/carla,9766.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000000,2022-12-08 17:49:19,746.0,,1014.0,134.0,232.0,301.0,274.0,8701.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,5420272.0,64987.0,64987.0,https://pypi.org/project/pydub,5418642.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,110862.0,1.0,,,,,,,,,,,,,,,,,,,,
119,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-08-08 01:22:06.000000,2024-08-08 01:21:29,682.0,6.0,335.0,68.0,112.0,30.0,142.0,8290.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",27.0,35,True,2024-04-28 04:07:18,0.8.0,14.0,einops,conda-forge/einops,,,,5313440.0,42560.0,42560.0,https://pypi.org/project/einops,5307820.0,https://anaconda.org/conda-forge/einops,2024-04-28 06:22:09.150,258547.0,2.0,,,,,,,,,,,,,,,,,,,,
120,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-08-19 12:46:38.000000,2024-08-19 12:45:09,20888.0,531.0,522.0,56.0,3198.0,464.0,1029.0,8005.0,"Visualize, create, and debug image and video datasets and model predictions.",130.0,35,True,2024-06-11 20:09:54,0.24.1,87.0,fiftyone,,,"['tensorflow', 'pytorch', 'jupyter']",,112494.0,665.0,665.0,https://pypi.org/project/fiftyone,112494.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
121,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-08-19 12:16:43.000000,2024-08-19 12:16:43,3208.0,114.0,762.0,77.0,3600.0,151.0,906.0,6900.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",204.0,35,True,2024-08-14 09:41:40,1.3.2,100.0,bentoml,,,,1325.0,97360.0,1978.0,1978.0,https://pypi.org/project/bentoml,97335.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
122,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-08-13 13:01:33.000000,2024-08-06 00:07:02,1716.0,20.0,605.0,60.0,1862.0,113.0,1265.0,4506.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,213.0,35,True,2024-08-13 12:45:05,0.5.1,24.0,pytorch-ignite,pytorch/ignite,,['pytorch'],,187654.0,3125.0,3125.0,https://pypi.org/project/pytorch-ignite,185058.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,192175.0,2.0,,,,,,,,,,,,,,,,,,,,
123,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-08-18 23:16:58.000000,2024-08-16 03:35:50,1169.0,17.0,608.0,122.0,907.0,319.0,1083.0,4281.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",174.0,35,True,2024-04-22 23:27:42,7.2,39.0,coremltools,conda-forge/coremltools,,,10893.0,923998.0,4043.0,4043.0,https://pypi.org/project/coremltools,922420.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,66589.0,2.0,,,,,,,,,,,,,,,,,,,,
124,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-08-17 04:06:25.000000,2024-08-12 22:47:07,3847.0,71.0,823.0,59.0,1664.0,356.0,1261.0,4134.0,"Serve, optimize and scale PyTorch models in production.",207.0,35,True,2024-07-18 18:56:54,0.11.1,24.0,torchserve,pytorch/torchserve,,['pytorch'],6162.0,80172.0,701.0,701.0,https://pypi.org/project/torchserve,52719.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,242225.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1315299.0,,,,,,,,,,,,,,,
125,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-08-16 21:42:55.000000,2024-07-29 22:21:40,885.0,10.0,331.0,45.0,1046.0,86.0,169.0,1217.0,Making text a first-class citizen in TensorFlow.,115.0,35,True,2024-07-15 22:42:38,2.17.0,57.0,tensorflow-text,,,['tensorflow'],,6142457.0,7215.0,7215.0,https://pypi.org/project/tensorflow-text,6142457.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
126,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-08-19 13:33:37.000000,2024-08-15 18:57:35,1784.0,111.0,166.0,30.0,1722.0,45.0,189.0,1201.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,80.0,35,True,2024-08-13 15:40:01,2024.6.0,29.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,128990.0,11802.0,11802.0,https://pypi.org/project/scikit-learn-intelex,121240.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-04-19 14:33:00.666,310003.0,1.0,,,,,,,,,,,,,,,,,,,,
127,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-08-19 09:43:24.000000,2024-08-09 07:01:08,10336.0,52.0,560.0,71.0,2458.0,249.0,1797.0,1154.0,Machine learning for NeuroImaging in Python.,241.0,35,False,2024-04-09 09:15:50,0.10.4,24.0,nilearn,conda-forge/nilearn,,['sklearn'],206.0,68278.0,3368.0,3368.0,https://pypi.org/project/nilearn,61918.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,286012.0,2.0,,,,,,,,,,,,,,,,,,,,
128,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-08-08 18:10:32.000000,2024-08-08 18:09:07,1560.0,14.0,210.0,34.0,697.0,30.0,581.0,1031.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,8804659.0,32596.0,32596.0,https://pypi.org/project/pyproj,8636870.0,https://anaconda.org/conda-forge/pyproj,2024-07-30 20:57:40.075,8221678.0,2.0,,,,,,,,,,,,,,,,,,,,
129,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-08-19 10:15:21.000000,2024-08-19 06:08:17,3584.0,251.0,4293.0,383.0,4136.0,388.0,1251.0,38498.0,"Making large AI models cheaper, faster and more accessible.",192.0,34,True,2024-07-31 02:06:47,0.4.2,42.0,,,,,,,405.0,405.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
130,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-08-18 17:17:26.000000,2024-08-09 10:00:43,1528.0,11.0,7034.0,388.0,679.0,428.0,3062.0,29764.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",272.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,['pytorch'],,7349.0,1954.0,1954.0,https://pypi.org/project/detectron2,3.0,https://anaconda.org/conda-forge/detectron2,2024-05-19 11:29:45.019,359997.0,2.0,,,,,,,,,,,,,,,,,,,,
131,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-05-19 03:10:51.802000,2024-03-13 15:16:33,391.0,,4551.0,847.0,268.0,467.0,611.0,25797.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,1593159.0,6451.0,6451.0,https://pypi.org/project/fasttext,1591135.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,95157.0,2.0,,,,,,,,,,,,,,,,,,,,
132,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-06-22 13:55:10.000000,2021-11-17 17:52:52,3466.0,,3829.0,669.0,1675.0,122.0,1987.0,24940.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,['tensorflow'],1171652.0,23310.0,437.0,437.0,https://pypi.org/project/deepspeech,6727.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3017.0,2.0,,,,,,,,,,,,,,,,,,,,
133,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-08-19 13:03:23.000000,2024-08-19 03:13:11,35702.0,385.0,12640.0,947.0,25201.0,,,23700.0,Apache Flink Python API.,1894.0,34,True,,,,apache-flink,,,,,271435.0,21.0,21.0,https://pypi.org/project/apache-flink,271435.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
134,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-08-14 05:22:49.000000,2024-07-25 01:00:20,617.0,2.0,3010.0,312.0,258.0,381.0,594.0,23391.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,13593469.0,684642.0,7712.0,7712.0,https://pypi.org/project/easyocr,412773.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
135,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-08-01 09:23:32.000000,2024-07-12 13:02:43,1339.0,6.0,2169.0,335.0,1600.0,381.0,1859.0,14110.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,34,False,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,164550.0,1204.0,1204.0,https://pypi.org/project/horovod,164550.0,,,,2.0,,,,,,,,,,stable/horovod,,,,,,,,,,
136,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2024-04-24 19:01:00.000000,2021-06-01 10:43:00,1848.0,,4302.0,544.0,716.0,368.0,1274.0,13989.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,34,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,32632.0,5877.0,5877.0,https://pypi.org/project/chatterbot,32632.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-08-15 08:32:38.000000,2024-08-15 08:32:33,3857.0,42.0,966.0,137.0,177.0,109.0,1055.0,13382.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",100.0,34,True,2024-08-02 09:01:33,16.4.3,46.0,ocrmypdf,conda-forge/ocrmypdf,,,4693.0,114186.0,947.0,947.0,https://pypi.org/project/ocrmypdf,112034.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,74002.0,1.0,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
138,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2024-08-15 14:02:46.000000,2024-04-12 16:27:53,4816.0,,4599.0,384.0,716.0,518.0,1361.0,12744.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",199.0,34,False,2024-02-23 15:35:20,3.4,22.0,glfw,conda-forge/glfw,,,3895691.0,250235.0,1420.0,1420.0,https://pypi.org/project/glfw,210182.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,234299.0,2.0,,,,,,,,,,,,,,,,,,,,
139,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,,2404.0,539.0,4118.0,594.0,2087.0,9874.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,34,False,,,8.0,theano,conda-forge/theano,,,,116775.0,15374.0,15374.0,https://pypi.org/project/theano,91650.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2437176.0,2.0,,,,,,,,,,,,,,,,,,,,
140,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-08-15 23:22:23.000000,2024-08-15 23:18:22,1171.0,17.0,1255.0,150.0,174.0,240.0,1311.0,8595.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,148.0,34,False,2024-06-27 11:32:25,0.7.7,18.0,pytorch3d,pytorch3d/pytorch3d,,['pytorch'],,9530.0,917.0,917.0,https://pypi.org/project/pytorch3d,5387.0,https://anaconda.org/pytorch3d/pytorch3d,2024-06-27 11:25:52.604,236193.0,2.0,,,,,,,,,,,,,,,,,,,,
141,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-08-19 12:54:30.000000,2024-08-17 03:18:42,39313.0,529.0,872.0,148.0,10231.0,915.0,5411.0,8152.0,cuDF - GPU DataFrame Library.,290.0,34,True,2024-08-14 22:39:42,24.08.02,53.0,cudf,,,,,2569.0,56.0,56.0,https://pypi.org/project/cudf,2569.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
142,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-08-19 12:26:10.000000,2024-08-19 09:46:05,998.0,74.0,720.0,287.0,1319.0,239.0,405.0,7950.0,"Build and manage real-life ML, AI, and data science projects with ease!.",91.0,34,True,2024-08-13 23:00:51,2.12.12,124.0,metaflow,conda-forge/metaflow,,,,649303.0,713.0,713.0,https://pypi.org/project/metaflow,645287.0,https://anaconda.org/conda-forge/metaflow,2024-08-14 05:21:55.534,196832.0,2.0,,,,,,,,,,,,,,,,,,,,
143,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-08-06 21:03:58.000000,2024-06-21 13:43:40,1379.0,11.0,854.0,155.0,1729.0,146.0,865.0,7161.0,An open source python library for automated feature engineering.,72.0,34,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,61852.0,1723.0,1723.0,https://pypi.org/project/featuretools,57858.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,199725.0,1.0,,,,,,,,,,,,,,,,,,,,
144,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-05-28 15:38:50.650000,2024-05-28 14:28:56,865.0,2.0,1226.0,141.0,500.0,29.0,561.0,6780.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,34,True,2024-05-28 15:13:16,0.12.3,37.0,imbalanced-learn,conda-forge/imbalanced-learn,,['sklearn'],,11579284.0,30801.0,30801.0,https://pypi.org/project/imbalanced-learn,11567256.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-05-28 15:38:50.650,601444.0,1.0,,,,,,,,,,,,,,,,,,,,
145,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-06-27 17:56:28.000000,2024-06-27 17:56:21,2895.0,4.0,2103.0,176.0,1152.0,14.0,1429.0,6695.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,['pytorch'],,9441.0,288.0,288.0,https://pypi.org/project/OpenNMT-py,9441.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
146,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-07-25 01:26:34.000000,2024-07-24 12:37:14,1228.0,13.0,643.0,63.0,136.0,58.0,442.0,5921.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",42.0,34,True,2024-07-24 12:39:36,2.6.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,589962.0,1739.0,1739.0,https://pypi.org/project/pytorch-metric-learning,589749.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11728.0,1.0,,,,,,,,,,,,,,,,,,,,
147,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1320.0,287.0,6588.0,12.0,2032.0,5883.0,A flexible framework of neural networks for deep learning.,326.0,34,False,2022-06-29 08:19:03,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,88539.0,3296.0,3296.0,https://pypi.org/project/chainer,88191.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,18834.0,2.0,,,,,,,,,,,,,,,,,,,,
148,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-08-18 07:37:15.000000,2024-08-18 07:36:42,2411.0,48.0,634.0,97.0,268.0,471.0,561.0,5520.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",100.0,34,True,2024-08-06 13:32:56,1.16.3,100.0,clearml,,,,2738.0,313490.0,1238.0,1238.0,https://pypi.org/project/clearml,312959.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30243.0,,,,,,,,,,,,,,,
149,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-08-16 21:51:21.000000,2024-07-03 17:17:49,12345.0,47.0,1116.0,104.0,1363.0,125.0,757.0,4693.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-07-03 17:29:44,1.18.1,58.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,24497.0,569.0,569.0,https://pypi.org/project/adversarial-robustness-toolbox,23581.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-07-03 22:45:10.329,44895.0,1.0,,,,,,,,,,,,,,,,,,,,
150,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-08-19 10:24:27.000000,2024-08-19 04:19:30,4159.0,127.0,1066.0,154.0,1706.0,371.0,893.0,3821.0,Fast data visualization and GUI tools for scientific / engineering applications.,287.0,34,False,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,278175.0,10038.0,10038.0,https://pypi.org/project/pyqtgraph,266651.0,https://anaconda.org/conda-forge/pyqtgraph,2024-05-02 20:24:38.556,576245.0,2.0,,,,,,,,,,,,,,,,,,,,
151,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-08-05 17:30:12.000000,2024-08-05 17:27:43,1303.0,17.0,263.0,37.0,455.0,90.0,231.0,3813.0,Lightning fast forecasting with statistical and econometric models.,43.0,34,True,2024-07-17 21:36:25,1.7.6,31.0,statsforecast,conda-forge/statsforecast,,,,754527.0,1056.0,1056.0,https://pypi.org/project/statsforecast,751567.0,https://anaconda.org/conda-forge/statsforecast,2024-07-18 06:07:43.894,85840.0,1.0,,,,,,,,,,,,,,,,,,,,
152,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-08-19 12:29:44.000000,2024-08-08 13:51:30,3294.0,289.0,348.0,29.0,3139.0,158.0,1941.0,3736.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,95.0,34,True,2024-08-13 14:35:37,2.0.1,100.0,rubrix,conda-forge/rubrix,,,,1379.0,2663.0,2663.0,https://pypi.org/project/rubrix,300.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,34536.0,2.0,,,,,,argilla-io/argilla,,,,,,,,,,,,,,
153,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-08-18 13:16:01.000000,2024-08-08 09:18:37,1519.0,19.0,360.0,90.0,763.0,132.0,448.0,3290.0,Quickly and accurately render even the largest data.,56.0,34,True,2024-07-04 16:40:09,0.16.3,36.0,datashader,conda-forge/datashader,,,,130895.0,4589.0,4589.0,https://pypi.org/project/datashader,110516.0,https://anaconda.org/conda-forge/datashader,2024-07-08 10:48:31.985,1039365.0,2.0,,,,,,,,,,,,,,,,,,,,
154,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-08-17 16:48:55.000000,2024-08-15 15:16:36,1946.0,68.0,379.0,53.0,1693.0,49.0,453.0,3033.0,Bayesian optimization in PyTorch.,121.0,34,True,2024-07-22 20:53:39,0.11.3,45.0,botorch,conda-forge/botorch,,['pytorch'],,155898.0,1114.0,1114.0,https://pypi.org/project/botorch,153423.0,https://anaconda.org/conda-forge/botorch,2024-07-23 15:58:22.505,118832.0,1.0,,,,,,,,,,,,,,,,,,,,
155,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-08-16 20:06:51.000000,2024-08-16 13:07:30,1079.0,51.0,414.0,57.0,1254.0,311.0,410.0,2403.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,116.0,34,True,2024-08-16 13:25:20,1.21.4,62.0,optimum,conda-forge/optimum,,,,869629.0,3170.0,3170.0,https://pypi.org/project/optimum,868912.0,https://anaconda.org/conda-forge/optimum,2024-05-29 19:43:21.254,20083.0,1.0,,,,,,,,,,,,,,,,,,,,
